,AcceptsInsurance,AgesAllowed,Alcohol,Ambience,Ambience_casual,Ambience_classy,Ambience_divey,Ambience_hipster,Ambience_intimate,Ambience_romantic,Ambience_touristy,Ambience_trendy,Ambience_upscale,BYOB,BYOBCorkage,BestNights,BestNights_friday,BestNights_monday,BestNights_saturday,BestNights_sunday,BestNights_thursday,BestNights_tuesday,BestNights_wednesday,BikeParking,BusinessAcceptsBitcoin,BusinessAcceptsCreditCards,BusinessParking,BusinessParking_garage,BusinessParking_lot,BusinessParking_street,BusinessParking_valet,BusinessParking_validated,ByAppointmentOnly,Caters,CoatCheck,Corkage,DogsAllowed,DriveThru,GoodForDancing,GoodForKids,GoodForMeal,GoodForMeal_breakfast,GoodForMeal_brunch,GoodForMeal_dessert,GoodForMeal_dinner,GoodForMeal_latenight,GoodForMeal_lunch,HappyHour,HasTV,Music,Music_background_music,Music_dj,Music_jukebox,Music_karaoke,Music_live,Music_no_music,Music_video,NoiseLevel,Open24Hours,OutdoorSeating,RestaurantsAttire,RestaurantsDelivery,RestaurantsGoodForGroups,RestaurantsPriceRange2,RestaurantsReservations,RestaurantsTableService,RestaurantsTakeOut,Smoking,WheelchairAccessible,WiFi,business_id,stars
1429,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,True,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,True,,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,False,Na,Na,False,Na,True,Na,Na,Na,fHMDa3RhQMkTek4NJRssvg,4.0
1430,Na,Na,full_bar,Na,True,False,False,False,False,False,False,False,False,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,False,Na,True,Na,False,True,False,False,False,Na,True,False,Na,Na,Na,False,True,Na,False,False,True,True,False,True,True,True,Na,False,False,False,False,False,False,False,average,Na,False,casual,False,True,2,True,True,True,Na,True,free,FZpyIiCAsr7Twkw4tQeqPA,3.0
1431,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,False,Na,True,Na,False,False,False,False,False,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,3,Na,Na,Na,Na,Na,Na,iP7beaK5gORMjKDQEusXgg,3.0
1432,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,b_9JwE1v_F2ITOmDE9R-0A,4.5
1433,Na,Na,full_bar,Na,False,False,False,False,False,False,False,False,False,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,True,Na,True,Na,False,False,True,False,False,Na,Na,False,Na,Na,Na,False,False,Na,True,True,True,True,False,True,True,False,Na,False,False,False,False,False,False,False,average,Na,False,casual,False,True,2,True,True,False,Na,Na,free,sz6_gKcHjtcpWKIZLXV85w,4.0
1434,Na,Na,Na,Na,False,False,False,False,False,False,False,False,False,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,False,Na,True,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,True,Na,False,False,False,False,False,False,Na,False,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,False,casual,False,True,1,False,False,False,Na,Na,no,pKC_Nxvc2gk_ovj9MJ8cSQ,3.0
1435,Na,Na,full_bar,Na,False,False,False,False,False,False,False,False,False,Na,Na,Na,False,False,False,False,False,True,False,True,False,True,Na,False,True,False,True,False,Na,Na,True,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,True,True,Na,False,False,False,False,False,False,False,average,Na,False,Na,Na,True,2,True,Na,Na,yes,True,Na,kVODXr00qMBklPZTP3X-lQ,2.5
1436,Na,Na,none,Na,True,False,False,False,False,False,False,False,False,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,True,Na,True,Na,False,False,True,False,False,Na,False,Na,Na,Na,Na,Na,True,Na,False,False,False,True,False,True,Na,False,Na,Na,Na,Na,Na,Na,Na,Na,average,Na,False,casual,False,True,2,False,Na,True,Na,Na,no,QmNrHxN7UahtdliH_kAuUg,3.5
1437,Na,Na,full_bar,Na,False,False,False,False,False,False,False,False,False,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,True,,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,True,Na,False,False,False,False,False,False,Na,True,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,True,False,2,False,Na,True,Na,Na,free,UPjwhZ3ywrkkhcZH1gbwHA,4.0
1438,Na,Na,full_bar,Na,False,False,False,False,False,False,False,False,False,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,False,Na,False,False,False,False,False,Na,Na,Na,Na,Na,Na,Na,False,Na,Na,Na,Na,Na,Na,Na,Na,True,Na,Na,Na,Na,Na,Na,Na,Na,average,Na,False,casual,False,True,1,False,Na,False,Na,Na,Na,MsFj3NTvmhYNYS8Ef8HwFA,4.0
1439,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,True,Na,True,Na,False,False,True,False,False,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,2,Na,Na,True,Na,Na,Na,94VxE6XLTrXmz4yXWEJbAg,3.5
1440,Na,Na,full_bar,Na,True,False,False,False,False,False,False,False,False,Na,no,Na,Na,Na,Na,Na,Na,Na,Na,False,Na,True,Na,False,True,False,False,False,Na,True,Na,Na,Na,Na,Na,True,Na,Na,Na,Na,Na,Na,Na,Na,True,Na,Na,Na,Na,Na,Na,Na,Na,average,Na,True,casual,False,True,2,True,Na,True,Na,Na,no,-Rsv3qjpn46VK3pBiJxPxg,3.5
1441,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,True,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,False,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,casual,False,False,Na,False,Na,True,Na,Na,Na,6MAxxiW4ypEG4XtCyp9U7A,4.0
1442,Na,Na,Na,Na,False,False,False,False,False,False,False,False,False,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,False,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,True,Na,Na,Na,Na,Na,Na,Na,9WTeG-SK2-_Ets4NtRkqMw,4.0
1443,Na,Na,full_bar,Na,False,False,False,False,False,False,True,False,False,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,True,Na,True,Na,False,False,True,False,False,Na,Na,Na,Na,Na,Na,Na,True,Na,False,False,False,True,False,True,Na,True,Na,Na,Na,Na,Na,Na,Na,Na,average,Na,True,casual,False,True,2,True,Na,True,Na,Na,free,lpxj6LFir23Ds6swW8a6fg,3.0
1444,Na,Na,none,Na,True,False,True,False,False,False,False,False,False,Na,yes_free,Na,Na,Na,Na,Na,Na,Na,Na,False,Na,False,Na,False,True,False,False,False,Na,True,Na,False,Na,Na,Na,True,Na,True,True,False,False,False,True,Na,True,Na,Na,Na,Na,Na,Na,Na,Na,average,Na,False,casual,False,False,1,False,True,True,Na,True,free,Ladt7CobMcCFZ8-iC5v0cw,4.5
1445,Na,Na,full_bar,Na,True,False,False,False,False,False,False,False,False,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,True,Na,True,Na,Na,Na,Na,Na,Na,Na,True,Na,Na,Na,Na,Na,True,Na,False,False,False,False,False,True,True,True,Na,Na,Na,Na,Na,Na,Na,Na,average,Na,False,casual,False,True,2,False,Na,True,Na,Na,no,PMMp2rBcs58y5kLP96HUaw,4.5
1446,Na,Na,full_bar,Na,True,False,False,False,False,False,False,False,False,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,False,Na,True,Na,False,True,False,False,False,Na,True,Na,Na,Na,Na,Na,True,Na,False,False,False,True,False,True,Na,True,Na,Na,Na,Na,Na,Na,Na,Na,average,Na,False,casual,False,True,3,True,True,True,Na,Na,no,F1PVqJKljZcpOZU7Otua6g,3.0
1447,Na,Na,full_bar,Na,False,False,False,False,False,False,False,True,False,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,True,Na,True,Na,True,False,True,False,False,Na,False,Na,Na,Na,Na,Na,False,Na,False,False,False,True,False,False,Na,False,Na,Na,Na,Na,Na,Na,Na,Na,average,Na,True,casual,False,True,3,True,Na,True,Na,Na,free,JLbgvGM4FXh9zNP4O5ZWjQ,4.0
1448,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,True,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,False,2,False,Na,True,Na,Na,Na,f4Fwv8ClqR35p5chZWKSLQ,3.0
1449,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,True,Na,True,Na,False,False,True,False,False,Na,False,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,True,Na,Na,Na,1,Na,Na,True,Na,Na,free,L4r6klm7FG4QBbNe8gu5-A,4.5
1450,Na,Na,full_bar,Na,True,False,False,False,False,False,False,False,False,Na,Na,Na,True,False,True,True,False,False,False,True,False,True,Na,False,True,False,False,False,Na,True,False,Na,False,Na,False,True,Na,False,False,False,True,True,True,True,True,Na,False,False,False,False,False,False,False,average,Na,True,casual,False,True,2,False,True,True,no,True,free,je5h9jV38Wpist76omY_Pw,3.5
1451,Na,Na,full_bar,Na,True,False,False,False,False,False,False,False,False,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,False,Na,True,Na,False,True,False,False,False,Na,True,Na,Na,Na,Na,Na,True,Na,False,False,False,False,False,False,True,True,Na,Na,Na,Na,Na,Na,Na,Na,average,Na,False,casual,True,True,2,True,Na,True,Na,Na,free,XQszdAN4UqqN7OiO_qilxg,3.0
1452,Na,Na,beer_and_wine,Na,False,False,False,False,False,False,False,False,False,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,True,Na,False,True,False,False,False,Na,Na,Na,Na,Na,Na,Na,True,Na,Na,Na,Na,Na,Na,Na,Na,True,Na,Na,Na,Na,Na,Na,Na,Na,quiet,Na,False,casual,Na,True,1,False,Na,True,Na,Na,Na,RXyBD1euUHNxhU3_LE7z6Q,3.0
1453,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,ag14nKgG6m3qhvEWvqaikA,2.5
1454,Na,Na,none,Na,True,False,False,False,False,False,False,False,False,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,True,False,True,Na,False,False,True,False,False,Na,True,Na,Na,False,Na,Na,True,Na,False,False,False,True,False,True,Na,False,Na,Na,Na,Na,Na,Na,Na,Na,average,Na,False,casual,False,False,2,True,True,True,Na,Na,no,dAgImz1R-BKwR3sYhbPqRw,4.0
1455,Na,Na,none,Na,False,False,False,False,False,False,False,False,False,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,True,Na,True,Na,False,False,False,False,False,Na,Na,Na,Na,Na,Na,Na,True,Na,False,False,False,False,False,False,Na,False,Na,Na,Na,Na,Na,Na,Na,Na,average,Na,True,casual,True,True,1,False,False,True,Na,Na,no,mpu9vXwm57D3IKuLn13zjA,3.5
1456,Na,Na,none,Na,True,False,False,False,False,False,False,False,False,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,True,Na,False,Na,False,False,True,False,False,Na,False,Na,Na,Na,Na,Na,True,Na,True,True,False,False,False,True,Na,True,Na,Na,Na,Na,Na,Na,Na,Na,average,Na,False,casual,False,True,1,False,Na,True,Na,Na,no,yrQyg1Ap8EyxQ1ulu3QStg,4.5
1457,Na,Na,full_bar,Na,True,False,False,False,False,False,False,False,False,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,True,Na,True,Na,False,False,True,False,False,Na,False,False,Na,Na,Na,False,False,Na,False,False,False,True,True,True,True,True,Na,True,False,False,False,False,False,False,average,Na,True,casual,False,True,2,True,True,True,no,True,no,zuUWG7OdMv6awFRYhEYT5Q,3.0
1458,Na,Na,none,Na,False,False,False,False,False,False,False,False,False,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,False,Na,True,Na,False,True,False,False,False,Na,False,Na,Na,Na,Na,Na,True,Na,False,True,False,False,False,False,Na,False,Na,Na,Na,Na,Na,Na,Na,Na,average,Na,False,casual,False,True,1,False,Na,True,Na,Na,no,DVMdl4I80wfkitkemcD65g,4.0
1459,Na,Na,full_bar,Na,True,False,False,False,False,False,False,False,False,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,True,Na,True,Na,True,False,False,False,False,Na,True,Na,Na,Na,Na,Na,False,Na,Na,Na,Na,Na,Na,Na,Na,True,Na,Na,Na,Na,Na,Na,Na,Na,loud,Na,True,casual,False,True,2,True,Na,True,Na,Na,free,h6JacIFzb9jxFpKpgsGuuQ,2.0
1460,Na,Na,full_bar,Na,False,False,False,False,False,False,False,False,False,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,True,Na,False,False,False,False,False,Na,Na,Na,Na,Na,Na,Na,False,Na,Na,Na,Na,Na,Na,Na,Na,True,Na,Na,Na,Na,Na,Na,Na,Na,loud,Na,False,casual,Na,True,2,Na,Na,Na,Na,Na,Na,5g0owkWApl_rgDl7D98Xow,2.5
1461,Na,Na,full_bar,Na,False,False,False,False,False,False,False,False,False,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,True,Na,False,False,True,False,False,Na,Na,Na,Na,Na,Na,Na,True,Na,Na,Na,Na,Na,Na,Na,Na,True,Na,Na,Na,Na,Na,Na,Na,Na,average,Na,True,casual,False,True,2,False,Na,False,Na,Na,Na,9d2wp4ddmkFSnUWjLv0mTQ,3.5
1462,Na,Na,full_bar,Na,True,False,False,False,False,False,False,False,False,Na,Na,Na,True,False,True,False,True,False,False,True,False,True,Na,False,True,True,False,False,Na,True,Na,Na,Na,Na,Na,True,Na,False,False,False,True,True,False,Na,True,Na,False,False,False,False,False,False,False,loud,Na,True,casual,True,True,2,True,Na,True,Na,Na,free,Q5bysqWbnrahbf4R0OTSKg,3.5
1463,Na,Na,none,Na,True,False,False,False,False,False,False,False,False,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,True,Na,True,Na,False,False,True,False,False,Na,True,Na,Na,Na,Na,Na,True,Na,False,True,False,True,False,True,Na,False,Na,Na,Na,Na,Na,Na,Na,Na,average,Na,False,casual,False,True,2,False,Na,True,Na,Na,no,ruD4E_OMlfEXTdMV0lDFIg,4.0
1464,Na,Na,none,Na,False,False,False,False,False,False,False,False,False,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,True,Na,True,Na,False,False,False,False,False,Na,False,Na,Na,Na,Na,Na,True,Na,False,False,False,False,False,False,Na,False,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,True,casual,False,True,1,False,False,True,Na,Na,Na,ACv-E8CeuStwaRamy3cCrQ,2.5
1465,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,True,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,quiet,Na,False,Na,True,Na,Na,Na,Na,True,Na,Na,Na,wOWZSn3xiSmouEhyJ1RSkA,4.5
1466,Na,Na,Na,Na,False,False,False,False,False,False,False,False,False,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,True,Na,False,True,False,False,False,Na,True,Na,Na,Na,Na,Na,True,Na,Na,Na,Na,Na,Na,Na,Na,False,Na,Na,Na,Na,Na,Na,Na,Na,average,Na,True,casual,False,False,1,False,Na,True,Na,Na,Na,2hOU75OoYSid_aMUEvjhVQ,4.5
1467,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,False,Na,True,Na,False,False,False,False,False,Na,,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,False,Na,Na,Na,1,Na,Na,True,Na,Na,free,RSkGkvjnhJ5mG9h0y6z-ag,2.5
1468,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,True,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,True,Na,False,False,False,False,False,False,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,casual,True,True,1,False,Na,True,Na,Na,Na,_QJW4P0zzCrhKz4nZ3nd4A,4.0
1469,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,True,Na,True,Na,False,False,False,False,False,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,1,Na,Na,Na,Na,Na,Na,HWrbZS1mxVRj2Y2VwMmDMg,4.5
1470,Na,Na,full_bar,Na,True,False,False,False,False,False,False,False,False,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,True,Na,True,Na,False,True,False,False,False,Na,True,Na,Na,Na,Na,Na,True,Na,False,False,False,True,False,True,Na,False,Na,Na,Na,Na,Na,Na,Na,Na,average,Na,False,casual,False,True,2,False,True,True,Na,Na,no,j2kjfjODIZyNPxAu1Dow6A,2.5
1471,Na,Na,none,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,True,Na,False,False,True,False,False,Na,Na,Na,Na,Na,Na,Na,True,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,False,casual,False,True,1,False,Na,True,Na,Na,free,g2CMpjM8bBNQOQPIi4DKIw,3.0
1472,Na,Na,full_bar,Na,True,False,False,False,False,False,False,False,False,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,True,Na,True,Na,False,False,True,False,False,Na,False,Na,Na,Na,Na,Na,True,Na,False,False,False,True,False,True,Na,True,Na,Na,Na,Na,Na,Na,Na,Na,average,Na,True,casual,False,True,1,False,Na,True,Na,Na,free,38aN0fB_zHtkw1kb3lSj8g,4.0
1473,Na,Na,full_bar,Na,True,False,False,False,False,False,False,False,False,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,True,Na,True,Na,False,True,False,False,False,Na,True,Na,Na,Na,Na,False,True,Na,False,False,False,True,False,True,Na,True,Na,Na,Na,Na,Na,Na,Na,Na,average,Na,True,casual,False,True,2,True,Na,True,Na,Na,free,DSyBqO8U8INz9cjduM6DzQ,3.5
1474,Na,Na,full_bar,Na,False,False,True,False,False,False,False,False,False,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,False,Na,True,Na,False,True,False,False,False,Na,Na,Na,Na,Na,Na,Na,False,Na,False,False,False,False,False,True,Na,True,Na,Na,Na,Na,Na,Na,Na,Na,very_loud,Na,False,casual,False,True,2,False,Na,True,Na,Na,no,YAci8e4YFgaVYyI1mDpp7Q,3.0
1475,Na,Na,none,Na,False,False,False,False,False,False,False,True,False,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,True,Na,False,False,True,False,False,Na,Na,Na,Na,Na,Na,Na,True,Na,Na,Na,Na,Na,Na,Na,Na,False,Na,Na,Na,Na,Na,Na,Na,Na,quiet,Na,False,casual,False,True,2,True,Na,True,Na,Na,no,JHZzncoaHhqSn1Y9q6u_Fw,3.5
1476,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,False,Na,Na,False,Na,True,Na,Na,Na,28UWP-8hZ_-6klybRdzqEQ,2.5
1477,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,False,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,False,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,t6LKeb5gNSeqri1JqOPZow,4.0
1478,Na,Na,none,Na,True,False,False,False,False,False,False,False,False,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,True,Na,True,Na,False,False,True,False,False,Na,True,Na,Na,Na,Na,Na,True,Na,False,False,False,True,False,True,Na,False,Na,Na,Na,Na,Na,Na,Na,Na,average,Na,False,casual,True,True,2,True,True,True,Na,False,no,DwmAsemahJywywhuqv5J1Q,4.0
1479,Na,Na,none,Na,True,False,False,False,False,False,False,False,False,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,True,Na,False,Na,False,False,True,False,False,Na,False,Na,Na,Na,Na,Na,True,Na,True,True,False,False,False,True,Na,False,Na,Na,Na,Na,Na,Na,Na,Na,loud,Na,False,casual,False,True,1,False,Na,True,Na,Na,no,grx1z5XwkWstfeyXsOPyNw,4.0
1480,Na,Na,full_bar,Na,True,False,False,True,False,False,False,False,False,Na,Na,Na,False,False,True,False,False,False,False,True,Na,True,Na,False,False,False,False,False,Na,False,Na,Na,Na,Na,False,Na,Na,Na,Na,Na,Na,Na,Na,True,False,Na,False,False,False,False,False,False,False,average,Na,False,Na,Na,False,2,False,Na,False,no,Na,free,3j4_jpOW7dO3uoKERLFR7w,5.0
1481,Na,Na,full_bar,Na,True,False,False,False,False,False,False,False,False,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,True,Na,True,Na,False,False,True,False,False,Na,False,Na,Na,Na,Na,Na,False,Na,False,False,False,False,True,True,Na,True,Na,False,False,True,False,False,False,False,average,Na,True,casual,False,True,1,False,Na,True,Na,Na,free,mRWNt7hxoFzo5XZaoSC7aA,3.5
1482,Na,Na,full_bar,Na,True,False,False,False,False,False,False,False,False,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,True,Na,False,False,True,False,False,Na,False,Na,Na,Na,Na,Na,False,Na,Na,Na,Na,Na,Na,Na,Na,True,Na,Na,Na,Na,Na,Na,Na,Na,average,Na,False,casual,False,False,3,True,Na,True,Na,Na,no,QbwJTaWoQjwABemmtGk9xg,3.5
1483,Na,Na,none,Na,False,False,False,False,False,False,False,False,False,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,False,Na,True,Na,False,False,False,False,False,Na,False,Na,Na,Na,Na,Na,True,Na,Na,Na,Na,Na,Na,Na,Na,False,Na,Na,Na,Na,Na,Na,Na,Na,average,Na,False,Na,True,False,2,False,Na,True,Na,Na,Na,y5drVdOn-r6OyEJnpH3fjQ,2.5
1484,Na,Na,Na,Na,False,False,False,False,False,False,False,False,False,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,True,Na,True,Na,False,False,False,False,False,Na,Na,Na,Na,Na,Na,Na,True,Na,False,False,False,False,False,True,Na,True,Na,Na,Na,Na,Na,Na,Na,Na,average,Na,False,casual,True,True,1,False,True,True,Na,Na,Na,PvtAsnMf-oeNmkvdwRmEpw,4.5
1485,Na,Na,none,Na,True,False,False,False,False,False,False,False,False,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,True,Na,True,Na,False,True,False,False,False,Na,Na,Na,Na,Na,Na,Na,True,Na,False,False,False,True,False,True,Na,False,Na,Na,Na,Na,Na,Na,Na,Na,average,Na,True,casual,False,True,2,False,False,True,Na,Na,free,a5mpYojV1dX7XCkAa1qq1A,4.0
1486,Na,Na,none,Na,False,False,False,False,False,False,False,False,False,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,False,Na,True,Na,False,False,False,False,False,Na,Na,Na,Na,Na,Na,Na,True,Na,Na,Na,Na,Na,Na,Na,Na,True,Na,Na,Na,Na,Na,Na,Na,Na,average,Na,False,casual,False,True,2,Na,Na,True,Na,Na,no,uu-1sfZZanZRdxhX4p_sDA,3.5
1487,Na,Na,full_bar,Na,True,False,False,False,False,False,False,False,False,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,False,Na,True,Na,False,True,False,False,False,Na,True,Na,Na,Na,Na,Na,True,Na,False,False,False,True,False,True,Na,True,Na,Na,Na,Na,Na,Na,Na,Na,average,Na,False,casual,False,True,2,True,Na,True,Na,Na,no,m1IqfCdWw0Yd1euC8cZgSA,3.5
1488,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,True,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,True,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,casual,Na,True,Na,Na,Na,Na,Na,Na,Na,1h8aXynUKXUJM6Q4ZXcwyQ,5.0
1489,Na,Na,full_bar,Na,True,False,False,False,False,False,False,False,False,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,False,Na,True,Na,False,True,False,False,False,Na,False,Na,Na,Na,Na,Na,True,Na,Na,Na,Na,Na,Na,Na,Na,True,Na,Na,Na,Na,Na,Na,Na,Na,,Na,True,casual,False,True,2,True,True,True,Na,Na,no,Gz76BIuluMYH2Z7ZyZljMA,3.0
1490,Na,Na,none,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,False,Na,False,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,True,Na,False,False,False,False,False,False,Na,False,Na,Na,Na,Na,Na,Na,Na,Na,quiet,Na,False,casual,False,True,2,False,Na,True,Na,Na,no,zkW7OAv8Cnb-3SxEBOubTQ,4.0
