"business_id","stars","averageworkingtime","totalworkingtime","days"
"gae9LAyt7Qvf_OgAkWASxA",2.5,11.1428571428571,78,7
"_89bhQB_KjkJxTBn1A6iPA",3.5,9.5,57,6
"74gDxr6rs_8tUTcS1vkr0Q",3.5,13.3333333333333,80,6
"KE7Uq1iXOQVhsPIzE800Aw",4.5,10.3333333333333,62,6
"pO-mDwu-vkU79Mp-DmI0Tw",3,NA,NA,NA
"VI_8Wsx9ox4KeIrERgQyrA",4.5,12.4285714285714,87,7
"PIfqmSxZyjr9AGMuAbNBbw",4,8.28571428571429,58,7
"XMNdO9lFw3lSPO4gCH_qvQ",3.5,7,42,6
"5VCc2OFaSiogGBfEn35GGg",4,NA,NA,NA
"tdFv4HMVEuqebqjHtkZVdw",3.5,15,105,7
"YWLkcMOx6YmCxDlLjBG8eA",4,9.16666666666667,55,6
"gsgiyjbBs6hWfxQ4rFeEYA",3.5,7.5,52.5,7
"1tTC8S4d1gbs9HLGbSmDww",3.5,NA,NA,NA
"e-tVn_DJs_t8ZIeM0Sq36w",4,NA,NA,NA
"D_O7ebohrbgwRmATmVwN8Q",5,10.1428571428571,71,7
"2UCXCbv7qaO3d8FfQd4Ing",3,15.2857142857143,107,7
"5wRDJAcxPkSR2dgJkxtEUQ",3.5,NA,NA,NA
"_P_Hznxd1vF-agFXTS8KGw",4,13.4285714285714,94,7
"WguIXq0dl03dUOaAkwEewQ",3.5,NA,NA,NA
"SK3Med3bCnzwN3xm8vQo9w",3.5,11,66,6
"A96UMn--KouLcMO6DUi8Ng",5,NA,NA,NA
"HyvavSam_sME5Q3O3aR2Bg",4,8.42857142857143,59,7
"myJKusJSWeNT6XGm9nBO8A",3,NA,NA,NA
"KQn6QpYML27vEjwqqB2Z9w",4,4,20,5
"dBtoic8Pr2isipH0O4Nx1w",4,8.8,44,5
"8ptBNZne8pV6X01pQBnpkQ",4.5,7.33333333333333,44,6
"2YOVVgyI_Ysnjuzo6gOXBw",3,9.33333333333333,56,6
"DCnU_ehDedwPMJLKlOECuw",2,14.2142857142857,99.5,7
"1R0SfOQnSknw4wzrZGaFVw",4.5,9,54,6
"GNa1y5-b7u_5ary42o8-LQ",4.5,3,21,7
"DOnn1M-8V1_iegwmzQoflQ",3,NA,NA,NA
"NL8BwmaeyYD0ZTR8D7Z7Pw",4,9,54,6
"ug3wKvNB2gRjzYGXD2whVQ",2.5,NA,NA,NA
"QbMO_EunVMok_X01SkuJcw",4.5,21,105,5
"EvIjBWlnswf-7zBXJHB9kw",2.5,11,77,7
"2VnPnlU4pH-3TyFf436Wzg",3.5,12.6428571428571,88.5,7
"aZdHskuurZJXQ6C7oiqP_g",4,8.14285714285714,57,7
"Msq2CBPFaY7Fe7h7R20fOA",4,11.0357142857143,77.25,7
"IfHkboQZGPZkKpqHZCW4ag",4,16.1428571428571,113,7
"O2OYKd7YYq9tPHDzKpI4SA",4,9.33333333333333,56,6
"ZKOfflWm-dNwuFUuFNOUnw",4,10.2857142857143,72,7
"QrbS4LF0Iu5vApGAJLNzCA",3.5,6.85714285714286,48,7
"NGLm1rYYnq88wt2UMd9v9Q",3,15,105,7
"IQFA3bvUnC-uEWHJFaxFHA",4.5,NA,NA,NA
"tIjoGxi2r6QvREucvQwZpA",4.5,7.71428571428571,54,7
"qTwlLOpdGo9pQBbPJY2iRw",3.5,6,6,1
"G4JLnk8TkeAhZ71V4Pof8A",3.5,11.4285714285714,80,7
"dDLRhywKVjnSIFe4H5tu_w",3.5,7,49,7
"nxAo0oDgsNlduzUuuUL4Fg",2,17,119,7
"JIWf7VRyXGq0Xm2X5eEj9Q",4.5,9,45,5
"5p38fkiNeNeCmunt6HlX-A",2.5,14.4,72,5
"gfIVwp0RkM5yMa1u3mbB4Q",4.5,10.4166666666667,62.5,6
"hT4S-jtRapUap_kzygb_Hw",4,10,70,7
"5U6eSspKyHyaT7jAYpgWTw",3,8.66666666666667,52,6
"BCo64KS3O_gDXBEWohpI-A",3.5,9.42857142857143,66,7
"vs5tgU7fn7V87awWwXQwhg",4,NA,NA,NA
"_Tn9xzE06-7kDH2CzRg9YA",1.5,NA,NA,NA
"rEM_hLSzT6Q_xnJ0yRoxag",4,6.75,27,4
"21HC9HeDaWy3vBHb9AaGGA",4.5,12.75,76.5,6
"LGlgphMiiSDNlwJAyl1QCw",3,NA,NA,NA
"ZMH9VRSRdGsECRjxFYpLqA",3,7,28,4
"V0bvQOJKi9FfK-SkWJoNWw",3,10.5714285714286,74,7
"keOzwoc28Iac5mA8FD93uA",4.5,9.83333333333333,59,6
"pWOWUtLkKeQpScHnhWwfcw",4,NA,NA,NA
"IYreMhkT6e02tsbw-Dex5Q",3.5,4.83333333333333,29,6
"GmvfPkjxhonLSaPgfNGhPw",4,8,48,6
"mJ24zWo_FdE3_9v24sqFiw",3.5,12,72,6
"bITJXsOT4hCqahJc1dHMDQ",3,9.71428571428571,68,7
"v3BLVPLRo2Egeak29B9lug",3,10.4285714285714,73,7
"VcDKdOCeqAQNBONbl93sHg",2.5,17.1428571428571,120,7
"jsn6GnjXtAhu9rrbf1MkLg",3.5,NA,NA,NA
"rzByiKaj-bLeLz-zKNBQdg",2.5,11.2142857142857,78.5,7
"Z9FR2A7RzBf1nxwRdlccJQ",3,13.7142857142857,96,7
"JacuuWTDI4EU5-t7G6OIFw",3,7.5,45,6
"7u-REDjaWjXwav1wtJwU7w",4,11.7142857142857,82,7
"gypeQSuD8-09CtzkZSWfxw",4.5,9.5,66.5,7
"LWaNpHYagTPy1rs2GBN7ew",5,6,12,2
"7hlICFMky5fPFxeYRgg__w",4.5,13,91,7
"Iam7tYWhssw_rscSBkeRIQ",4.5,14,98,7
"eFos_qY9NM_zRdtKmN8fKA",3,11.0714285714286,77.5,7
"Zt2cMfrgRaSbYdC0OSh4jA",3,11.1666666666667,67,6
"oeW0vIYd3rUnAPgmD4fEFg",4,10.2857142857143,72,7
"7U73RqIg6JA0WThxWUV3uA",4,10.6428571428571,74.5,7
"65Kwl6HU8cWhH04MxRaIww",4,8.42857142857143,59,7
"M6MiFQqy9f2a1EI3x05pmg",4,NA,NA,NA
"4hJHSMKyKJRl50k9EM6jkA",3,NA,NA,NA
"EQ-i1cvkycAQqAsMoQXduw",2.5,NA,NA,NA
"s8T0bveR5719u33z1XTvSw",4.5,13.1428571428571,92,7
"VhEWjWUrcHFFNAyZN-TzyQ",4,8.42857142857143,59,7
"F1vdFYr7P4Xb3uAQ2AYgzQ",3.5,10.7142857142857,75,7
"kKFUNcLklJ54zZNUk-7yjQ",3,13.4285714285714,94,7
"8B1Hi9253IICz8-5Aw5qrw",4,5.33333333333333,32,6
"vx5CbYuuIq_CHxjov5kj1w",4.5,11,55,5
"Nx5RAT-7gDz2C5Kh2WwJPQ",3.5,11.2857142857143,79,7
"bhVReN50h-lLfgIWA5Ovgg",3.5,11.7857142857143,82.5,7
"S_VoH2qPxjm5l3MeuCgunw",2,18.2857142857143,128,7
"QaFhHwtJf64AZIzqAujFxw",3.5,12.6428571428571,88.5,7
"ZpymIplQK7xrgb9VTa6O2w",3.5,12.7857142857143,89.5,7
"7waMQSqPcbSSAInazaQPxg",5,4,4,1
"GmP1Awd39Egiq_Op1TyKLw",3.5,9.85714285714286,69,7
"oBABBuVRfIump4jHKlJmHg",3.5,14.2857142857143,100,7
"4mYS-4UOjTKgsf0tX1_IkQ",4.5,8.71428571428571,61,7
"30ibZa6RLsrdhmCUeoS7tQ",3.5,7.85714285714286,55,7
"dDW4Ou_cT1aBMA5JcRuCSQ",4,NA,NA,NA
"lnd23oqCb7v8lt9zd4K8sg",4.5,12.8,64,5
"mchIGapc-1lRQKcsZhD93A",4,11.1666666666667,67,6
"7y2cywuUnroLBFep2wINeQ",3.5,8.64285714285714,60.5,7
"0fkjHTNaMCT4FjZqaa4euA",3,16.5714285714286,116,7
"8MSzI-4KJHpGBLiILkrtVg",3.5,10.4166666666667,62.5,6
"jW4-bGuymLGlB9OBsTq3TA",3.5,12.8571428571429,90,7
"QiZCMGZEwVtg1ybOKybLhQ",2,11.3333333333333,68,6
"AUmfp8JRMubNrPqSGY1bgQ",4,6.08333333333333,36.5,6
"7odNqxZDSR6ZVgxjp2r39A",3.5,8.28571428571429,58,7
"GE4ayzlAHlTJEYnRAojZyA",4,NA,NA,NA
"3pKqw4kUH6xleWhVqCO4gA",5,11,77,7
"4DQ4lTgPz1oaaPLxRtkFQQ",4,NA,NA,NA
"85iB_0J9lCRI7jRtmsAlQA",3,NA,NA,NA
"qLy2F9EzCsFYIKd40OJvZA",3,9.85714285714286,69,7
"pmePpiiObQzWZfgWV2POoQ",3,NA,NA,NA
"Dv9L_oRQGqymkViBwnlc2Q",2,NA,NA,NA
"4QC-P82ydY2x2HlXzVVJ0g",2,14.1428571428571,99,7
"DQmEQkOhR4AwifvRPKqz_g",4.5,NA,NA,NA
"jDZJsIyc3jXjcTtJk_p8ZA",3,11,77,7
"iTNsT5xYHhQWTYDTROZCRw",3,10.8571428571429,76,7
"ZNdV9ytExuxPTXSN8i2xhw",4,7.64285714285714,53.5,7
"N7Gg7XElIaB45CJbkhDuDA",3.5,NA,NA,NA
"TOx5fU8QDEOVx5HpMjwpcw",3.5,10.8571428571429,76,7
"v_gCDktW0mMf7pf-jktKzw",3,15.2857142857143,107,7
"JzITUte597nI4RXQK9nERQ",3,6.57142857142857,46,7
"Sh7ok5ymVZhFZ7GJXb6Ybg",4,12.1428571428571,85,7
"dOLmP6JyOQH8H4cTKwZ9Tg",4,12.3333333333333,74,6
"x_AmiOc8DPAyHe5VeoDYEw",2.5,13.2857142857143,93,7
"a6iD1btU3fo6P6UV-YFLsw",3.5,9.5,57,6
"9cQ5nhSJJJ9tWDn119QAEA",4.5,16.7142857142857,117,7
"KBBXaD0FXDTpFuTuSJ6yHA",2.5,13.2857142857143,93,7
"z4EIzLJlGd7gyje1Q_hKtw",4,14.1428571428571,99,7
"2anxB5OiLo_-eFh_o2j-rw",2.5,11.25,78.75,7
"2YA_V5NMOQ3vBwyMKtQ95Q",3.5,6.4,32,5
"bGgHgOU_3l9-wdCrpX0Sng",4.5,NA,NA,NA
"pAqgiVcOY5mPouuEW96R0g",3.5,10,40,4
"ooinhDB9ORWrG82UFdEO4w",4,NA,NA,NA
"0DnaXWgViDVmll2w1g3Kig",2.5,12.2857142857143,86,7
"kJQbc861Qvm_HsNofAahDA",3.5,11,77,7
"5RVbdMA1oVz7GCOIwn1Z3Q",4,10,60,6
"B-myMqxqAYvU1G0DA-O7SQ",4,14.2857142857143,100,7
"GwcWB_uDN6ppuk_V8x7iww",4,8,40,5
"gotiJdTgbun2_1_rz6IZnw",3,NA,NA,NA
"fxZOOJtT6Zau7Asmppigkg",3,15.1428571428571,106,7
"lzjnPNA1ALVpWCo_ygRatw",3,8.16666666666667,49,6
"7FxdbDj8smpkpmmgyojIWw",1.5,11.5,80.5,7
"ztbLCSo15CMqt18D6f0x5A",2.5,NA,NA,NA
"CS3ykvbERsTrVxL9HPoCOw",2.5,11.25,78.75,7
"GN1MQK04zcS32HbY5Y0Vlw",4.5,13,91,7
"fo9maH0LHJ5lNtpcfDcpXQ",3.5,13.5714285714286,95,7
"D2nfOrnJ2OBlX_428sKyMg",3,10,70,7
"vfdoTS7wDNjK0ZV2ngPp0w",4,NA,NA,NA
"wBwXSItcxp2D5Kf8taZDNg",3,NA,NA,NA
"H5PdoEWleg9uDU67ZAy6JA",4.5,11.1666666666667,67,6
"i23WPOXuEq9iInAlOiNkIw",2.5,21,147,7
"KIlGZ7hS7X26YvuzzCT5Yg",4,11,77,7
"KSw3FAh5d5Q3PdFO1Gevmw",3,NA,NA,NA
"1M6tA3TqxcpptHW0_hP9Kw",3.5,9,54,6
"5cWPgytHCuPq0poBz7r5sw",3,NA,NA,NA
"dgMxiPFkqBnDQly9Ox183w",3,12.2857142857143,86,7
"aAkoJKozYZEyBx58wQ-UrQ",3.5,10.1666666666667,61,6
"6VFWCI_JmkATlXCP8uZ26A",3.5,11.6666666666667,70,6
"QweyhrhpOkvsEsuMRk9JtA",2.5,NA,NA,NA
"HIU6U6AgilhEWVy6BNE_Og",3,10.2857142857143,72,7
"j5TMmDVFNkoq629hS_78Gw",2,9.5,66.5,7
"Ku4iZZ9hvKHd2u2yzoFj0A",2.5,12,72,6
"tQRcO-C-5gZxxUo9lHbexg",4,12.4285714285714,87,7
"T94qlaU0F25I44GuQsxJew",4,4.16666666666667,25,6
"heYShXdxU_RVoDcGGGkn5Q",3.5,14,70,5
"0HaSwss_agyMiGTT9kIX6g",3,9.28571428571429,65,7
"VK4HFYuo86PqBK1XY6NJhg",4.5,NA,NA,NA
"9eqZNBLnNycOWQ2wQEwulQ",3,12.5714285714286,88,7
"VveJgvCshJios_o-zwKJIw",2,17,119,7
"rc9SfYli96cnlPDMyJ7hyA",3.5,11.2857142857143,79,7
"f3y-4wAlDodHv-3Qnrg-vQ",3,NA,NA,NA
"hODnmsq1kK6eA0VLbFQOVw",3,11.1428571428571,78,7
"_QkGfsQaQbuyUf-hy_2muw",3.5,12,84,7
"LkPQmCF3k6iDqBLY7bsE5Q",4.5,11.4285714285714,80,7
"j8INaXpsUvQVzU0nkTZF2g",3,NA,NA,NA
"MU8xA_S8gqobnDq8d2nsQg",2.5,NA,NA,NA
"fC9g9BIyb0GTQFqnE38beA",5,NA,NA,NA
"Fa2gj48WwaEPuKW_Lj9MwQ",3,11.8571428571429,83,7
"8FuzQ8WN5WKpBbyT2wBlYA",3.5,12.5,75,6
"ScjovI4ZoE8zdIF7LUJEOw",3.5,13.8571428571429,97,7
"c5IRneNTJOVtIYpmK-Z_6Q",3.5,NA,NA,NA
"d6zooCvFxThM1SGye7JJfQ",3,12.5714285714286,88,7
"P4uQXhzxjKFBtnqfx_O4tA",4,13.5714285714286,95,7
"ZfKNMCmcE1Hr_iFgvZa7Vg",4,10,70,7
"SrzJZMB_WXFAAzBdipKOWw",4.5,NA,NA,NA
"9vaCqmQ56EtUyj6PV8_D8A",4,NA,NA,NA
"ZLNa4ehr3fXdXfnlT7YVMQ",3,NA,NA,NA
"ydNQHa6kiJXQuRnjhULITg",3.5,12.4285714285714,87,7
"kiz4xELBxC8tQtr4uBtM3A",3.5,17,119,7
"hZjmoHvx4cgHrauNWBgaqw",4.5,NA,NA,NA
"50_876SGpEViJO0p7Qx9zA",3.5,16.5714285714286,116,7
"SxRcVG-_gkX63y8cRSCLcw",2.5,19,133,7
"HPX1pRtWInt_UVtfld-zsQ",4,12,60,5
"Zz2AwpjN3HA1-L_XUC5R9g",4.5,8.5,51,6
"qcg6At092j5Y5uK1TWsT6w",3,16.1428571428571,113,7
"kGGsHP9mfcxtofiswy7ItQ",3,14.5714285714286,102,7
"cKRGB46UJp3z3TgVlzk4tw",3,11.3333333333333,68,6
"AZ_iSVHQdBiCTnMolLTg3Q",2,NA,NA,NA
"mEnJaayTlrP1WYPBWNhkUg",4,15,105,7
"YadN7pDaK36He8mslyy5xw",3.5,5.6,28,5
"vSXum5CZEgnouVyPo5BTWA",2.5,9.42857142857143,66,7
"kIaqY45GaVX136dXomREcg",4,11.1428571428571,78,7
"-Lovf0jkQtvb6Y_WjDn-sw",3.5,10,70,7
"MPjwZL8DHKCEbFw8LYiAIA",3,NA,NA,NA
"5oc3Jva4wWS4O44a-0Jd8Q",3.5,6.66666666666667,20,3
"VvMdpGdwnUCSmWYkNeMDJQ",4,8,56,7
"gAe_dOlcAd6tEXDUXNiwOA",4.5,12.4285714285714,87,7
"_39OLUYrHvOAxfg3kcgZxQ",5,9.42857142857143,66,7
"9ScF7Bl_XXKBMjawtuBvNQ",3,11.3333333333333,68,6
"EmU5D6GKbokldlA-IZvYrA",4.5,10.3571428571429,72.5,7
"9YhEuxUPnqadrG58ewa2Dg",4,5.4,27,5
"PvZoaoIOvIX-32ur3l_jww",4,11,77,7
"HmI9nhgOkrXlUr6KZGZZew",3,4,16,4
"uqNCIsAUgH0YxIXq5BWYTA",3.5,12.1428571428571,85,7
"0OkfU0vDBprsIEd5hWuhAQ",5,6.5,32.5,5
"XHVwfpAR4cna4zboZ5rPtA",5,8.25,49.5,6
"NcNzTKVatkbRkD_G8A891A",3.5,10.7857142857143,75.5,7
"Lk0nHB0ufrY3Vx_L39dL4A",2,NA,NA,NA
"oi4dg_m1NBpXRDQN3qkN9Q",3,NA,NA,NA
"JZwPJyoJnqlfjCsrnSUmNw",4.5,10,60,6
"wujA3e3Q9LbvTtjkTAdzuw",4.5,NA,NA,NA
"zG9306XlgO9EyIhSpBBw0Q",1.5,NA,NA,NA
"hHgSUnDB9yIrxUEMSmsdoQ",4,11.25,78.75,7
"BATsNgvvNVbw7_Re1qoq4w",2.5,13.1428571428571,92,7
"s36Rk0jd78z75LaqifnU3Q",4,10,70,7
"xVopquE2JKetpNJkor_jOA",4,11.7142857142857,82,7
"LdJljAqDu3UcIZldHcvJSQ",3,NA,NA,NA
"s_CFR6l-ecfGZ3tw16PJDQ",4,15.5,93,6
"9j3Lcsbng3Zx3f069S3d1A",2,14.5714285714286,102,7
"v84O7YwkMuwIH8xReJ0xYg",2,NA,NA,NA
"brMkNXBaa2aZWMTjDV-9ag",3,NA,NA,NA
"mG5gV8OWUTp21vLQqmoFFQ",4,9.42857142857143,66,7
"q7jC-6uH7IieKu8PcT2gBA",3.5,NA,NA,NA
"mdKSq2mfp1M8tfbjmbyv4Q",4,10.75,64.5,6
"xIhvXZPel8MZ4NFzoqGYxg",4,NA,NA,NA
"o962sVMOZl1IqRG7QJJ1iw",4.5,10.7142857142857,75,7
"pgRaCEwOuWv1J9YhEKBXhw",3,19,133,7
"M9JpXoyxm_ZFY1zVmHgwTA",3.5,NA,NA,NA
"HuJL373IQ-rrTPKMpa6iww",2.5,9,36,4
"4OzzW_Zw9g_rjvPlji466Q",4.5,9,54,6
"TCFWN9ul1lkq3DRb_3zugw",3.5,13.7142857142857,96,7
"m6AvIcsMjTnoMqWywpEBqQ",4.5,10.5,73.5,7
"g6OnbXvrky8HTtRFWVL_bQ",1.5,NA,NA,NA
"MYyJ9orpiRq0prjVq4ku7w",3,15.2857142857143,107,7
"9X3XAKb51B4meUDC_NFnsA",5,NA,NA,NA
"8fPOEvYRloya7xp5HzSLig",3,16.8571428571429,118,7
"QIy5y_CnXcCGuvwxo79VWw",3,11.2857142857143,79,7
"1YC7AbQMlNb5mLUlwwaa3w",3.5,7.33333333333333,44,6
"Lyn5sYu1rfxdmntbaOoZJg",3,24,168,7
"RBiTzpD2em9zKwKTMNFoZQ",1,NA,NA,NA
"iKz28QQI73mji28XNJFMUw",2,24,168,7
"4l56EXyCWwPlPXcX9qq-jw",4,NA,NA,NA
"_R1jBQQieKpNGMBqmrLRyA",3.5,10.7857142857143,75.5,7
"IcrFc5IwCcKyGbVmgWjVjg",3.5,10,70,7
"lzlwUXzYMbobhrA3tgVmtA",3,NA,NA,NA
"xCcg7KsIxRpYp0-Hxo0prw",3,NA,NA,NA
"PeATTp15Y_ExaN6mR1dmKw",3,12.4285714285714,87,7
"fE9qwymLDKUvTXiF99jNNQ",3,14,98,7
"8dAmtiVtZjiRTmDq9QAW5w",4.5,9.66666666666667,58,6
"1Bc4KYox4Fux-aLV4OfFnA",4.5,12.1428571428571,85,7
"o5TT8SLFHtuZPJgfGhgROg",4,13.8,69,5
"toc31C-Qy2smSq0A7Q8FgA",3.5,11.1428571428571,78,7
"WBwB_ydYDNHwwd5U2U8UvQ",3,10,70,7
"T-4MZRvKlF3VLDcjCqqFEg",3.5,NA,NA,NA
"fY79hLjygu4zMtzE67Y4Xw",3,10.8571428571429,76,7
"OQHTc8uISgtbYkbbhisYuA",2.5,NA,NA,NA
"yo6Ewp9hobvoHbIPXlpRzg",2.5,12.5714285714286,88,7
"Tl_jT2a0bRMac5_YW65GPg",3.5,13.4285714285714,94,7
"oiv2xp6xWX8ZLgrKDsKdrA",2.5,14,98,7
"fRqO2UFdERD4In_9_zO-dg",4,11.4285714285714,80,7
"eC-duRpbiVsCD14oGYiDOA",4,11,66,6
"GGEeGKUez_pGqYXtk-sKvQ",4,9.71428571428571,68,7
"D60IfSLfKA32Et3cvR-t3A",3.5,12.2857142857143,86,7
"FsDogwXYckKUgs5VUoPbJw",3.5,12,84,7
"ym7uH6ZpCfKQ1Of7eaYGCA",4,12.5714285714286,88,7
"gu_yLQWygwzkwBOCpSj-Kg",4,15.2857142857143,107,7
"fHMDa3RhQMkTek4NJRssvg",4,11.8333333333333,71,6
"FZpyIiCAsr7Twkw4tQeqPA",3,11.2857142857143,79,7
"iP7beaK5gORMjKDQEusXgg",3,12,72,6
"b_9JwE1v_F2ITOmDE9R-0A",4.5,8.16666666666667,49,6
"sz6_gKcHjtcpWKIZLXV85w",4,15.7142857142857,110,7
"pKC_Nxvc2gk_ovj9MJ8cSQ",3,NA,NA,NA
"kVODXr00qMBklPZTP3X-lQ",2.5,10.8571428571429,76,7
"QmNrHxN7UahtdliH_kAuUg",3.5,10,60,6
"UPjwhZ3ywrkkhcZH1gbwHA",4,9,45,5
"MsFj3NTvmhYNYS8Ef8HwFA",4,NA,NA,NA
"94VxE6XLTrXmz4yXWEJbAg",3.5,11.7142857142857,82,7
"-Rsv3qjpn46VK3pBiJxPxg",3.5,NA,NA,NA
"6MAxxiW4ypEG4XtCyp9U7A",4,NA,NA,NA
"9WTeG-SK2-_Ets4NtRkqMw",4,NA,NA,NA
"lpxj6LFir23Ds6swW8a6fg",3,9.78571428571429,68.5,7
"Ladt7CobMcCFZ8-iC5v0cw",4.5,9.92857142857143,69.5,7
"PMMp2rBcs58y5kLP96HUaw",4.5,8.6,43,5
"F1PVqJKljZcpOZU7Otua6g",3,10.7142857142857,75,7
"JLbgvGM4FXh9zNP4O5ZWjQ",4,5.71428571428571,40,7
"f4Fwv8ClqR35p5chZWKSLQ",3,NA,NA,NA
"L4r6klm7FG4QBbNe8gu5-A",4.5,12.7142857142857,89,7
"je5h9jV38Wpist76omY_Pw",3.5,14.5714285714286,102,7
"XQszdAN4UqqN7OiO_qilxg",3,NA,NA,NA
"RXyBD1euUHNxhU3_LE7z6Q",3,11,77,7
"ag14nKgG6m3qhvEWvqaikA",2.5,NA,NA,NA
"dAgImz1R-BKwR3sYhbPqRw",4,10.1428571428571,71,7
"mpu9vXwm57D3IKuLn13zjA",3.5,10.1428571428571,71,7
"yrQyg1Ap8EyxQ1ulu3QStg",4.5,6.16666666666667,37,6
"zuUWG7OdMv6awFRYhEYT5Q",3,16.5714285714286,116,7
"DVMdl4I80wfkitkemcD65g",4,16,112,7
"h6JacIFzb9jxFpKpgsGuuQ",2,10,50,5
"5g0owkWApl_rgDl7D98Xow",2.5,NA,NA,NA
"9d2wp4ddmkFSnUWjLv0mTQ",3.5,15,105,7
"Q5bysqWbnrahbf4R0OTSKg",3.5,16,112,7
"ruD4E_OMlfEXTdMV0lDFIg",4,11.1666666666667,67,6
"ACv-E8CeuStwaRamy3cCrQ",2.5,10,70,7
"wOWZSn3xiSmouEhyJ1RSkA",4.5,11,66,6
"2hOU75OoYSid_aMUEvjhVQ",4.5,8.5,42.5,5
"RSkGkvjnhJ5mG9h0y6z-ag",2.5,16.5714285714286,116,7
"_QJW4P0zzCrhKz4nZ3nd4A",4,10.4285714285714,73,7
"HWrbZS1mxVRj2Y2VwMmDMg",4.5,NA,NA,NA
"j2kjfjODIZyNPxAu1Dow6A",2.5,NA,NA,NA
"g2CMpjM8bBNQOQPIi4DKIw",3,NA,NA,NA
"38aN0fB_zHtkw1kb3lSj8g",4,NA,NA,NA
"DSyBqO8U8INz9cjduM6DzQ",3.5,11.2857142857143,79,7
"YAci8e4YFgaVYyI1mDpp7Q",3,NA,NA,NA
"JHZzncoaHhqSn1Y9q6u_Fw",3.5,10.7857142857143,75.5,7
"28UWP-8hZ_-6klybRdzqEQ",2.5,14.4285714285714,101,7
"t6LKeb5gNSeqri1JqOPZow",4,NA,NA,NA
"DwmAsemahJywywhuqv5J1Q",4,10.1428571428571,71,7
"grx1z5XwkWstfeyXsOPyNw",4,7.57142857142857,53,7
"3j4_jpOW7dO3uoKERLFR7w",5,8.58333333333333,51.5,6
"mRWNt7hxoFzo5XZaoSC7aA",3.5,15.2857142857143,107,7
"QbwJTaWoQjwABemmtGk9xg",3.5,NA,NA,NA
"y5drVdOn-r6OyEJnpH3fjQ",2.5,NA,NA,NA
"PvtAsnMf-oeNmkvdwRmEpw",4.5,10,60,6
"a5mpYojV1dX7XCkAa1qq1A",4,10,70,7
"uu-1sfZZanZRdxhX4p_sDA",3.5,NA,NA,NA
"m1IqfCdWw0Yd1euC8cZgSA",3.5,12.1428571428571,85,7
"1h8aXynUKXUJM6Q4ZXcwyQ",5,10.6428571428571,74.5,7
"Gz76BIuluMYH2Z7ZyZljMA",3,NA,NA,NA
"zkW7OAv8Cnb-3SxEBOubTQ",4,11.1428571428571,78,7
"ErGfEO3dZB37kxYjTZUXAA",3,10.8571428571429,76,7
"obIyz_tSFHyLWCwINk8_3w",2,NA,NA,NA
"ugmQx75KCr8nc8E-d69K8g",4,8.57142857142857,60,7
"_VYUU5HPLYasd-xdKLimNA",3.5,10,70,7
"j1CRQHz60LoLBgfoS0loqg",4.5,10.3333333333333,62,6
"lMx29wnA8FxJMcDoME_VoQ",2.5,11.2857142857143,79,7
"1zl7-8t8jQ4NX29qRp8soA",4,10,50,5
"hjhAG9x482VE2Yc5Z4lkKA",4,12.1428571428571,85,7
"No51A5QJGOQ-8iRXDhHmCw",2,8.85714285714286,62,7
"GLKPlORydRnyFmeLK-1sHQ",5,9,63,7
"vC99Gqe6d7OWCngF3rqqDg",4.5,5.8,29,5
"hfawbr8I0EH6BYcpDcVHtw",5,NA,NA,NA
"Y4UYb1fgs7bLbSp08amiBw",2.5,15,105,7
"cdX8lf5BsJjpC82dzgtBZA",4,11.8571428571429,83,7
"XQjigVIJSnsXXUP1igIeEw",4.5,12.5714285714286,88,7
"1FDhJNAuPXRGbMi9x0muGA",3.5,11.5714285714286,81,7
"gOtY-I9lvbyOUShbBhCChQ",4,7.71428571428571,54,7
"w9IDJZeQhTQuBSTEu4nheA",2.5,14.2857142857143,100,7
"JY8ZWHSaky409ORBUUyCXA",4,9.83333333333333,59,6
"Y6ujotEhfTZd2JPZmsQ-Ow",4,11.6,58,5
"Uxjr17Us80sEhKCQxJch8A",5,NA,NA,NA
"kE7_pIsUavOAQ9LSRcKCWg",2,NA,NA,NA
"DOpLVB7gtEnGg68dsua94g",4,13.8571428571429,97,7
"ZMx9_sQydPUj5KGvcm73Sw",3.5,14.9166666666667,89.5,6
"ScGf3uUlHqlXpyOZ2DXTFw",3,14.8571428571429,104,7
"wddTf6T2PsrWJy2u35FaEw",3.5,NA,NA,NA
"hOYHvwMm2Y-6iKvpaDZrJw",2.5,8,56,7
"AjmnVZbP86tHHPZobuyJ2Q",3,NA,NA,NA
"RdEb3U0CDIXElVJe3w5n6g",4,8.5,59.5,7
"jhGbILmSQ2TQvpJWug49Ew",4.5,9.57142857142857,67,7
"5bF1zC3aEqiwYEkkdcWxKQ",4.5,6.85714285714286,48,7
"VNyrLWOqd8o6RdKs0I6Fwg",4.5,11,77,7
"ehtDfDwcOBghAKAjgWlg4Q",3.5,16.5714285714286,116,7
"_Sx9XCDistFkOTq4ZHm09A",3.5,12,84,7
"7yZyfWTmhd5_OmZfM3wjEg",2.5,NA,NA,NA
"OXcnwnZj50WnFkHM1tk9pQ",3.5,NA,NA,NA
"Ieaw3mw4GcPiF4PZkDYuFw",4.5,NA,NA,NA
"DF173DJmYY6NqWa5SSiK4Q",4,NA,NA,NA
"-gP02HuP8GyZHa4R3omLAg",3.5,NA,NA,NA
"yGdO0huBvnAhyEX7fZO7og",3.5,11.2857142857143,79,7
