,business_id,stars,bad_num,good_num
432,EwOVLUgmZaHUzK_bnHHXZA,3.0,19,33
433,ymbe8nqpYVCIpfgVl5MjYQ,4.5,34,160
434,CZKkoMlqu0N0zCFK-3T_Fg,4.0,1527,4271
435,zMPfZdODe82SL_zxnv7asg,3.0,190,287
436,WSAN2er3DhaZ8ybNStxCbw,3.5,88,242
437,LX2tNHlYsxHNdNo5j0ZF7A,2.0,216,263
438,729grSa1Wsn-hfv7D5uOxg,4.5,59,202
439,SBnuECuWw7ucRrs0csIDiw,4.5,28,51
440,E4FNLrySCP1HwoZKHoAEIw,1.5,8,10
441,6PaLW1K478xyePOxUI56vg,4.0,41,111
442,Vc9Aw9705EVf8IjXSmzsqw,5.0,13,58
443,_82041xhXs6-_WWT82BA8Q,3.0,70,164
444,sZnBCxEZ7kDVf2MwKSNUjw,4.5,21,127
445,zWFuGjtmzekVBTL0muNsXw,4.5,248,624
446,7GvOhqdl1EeSnvWQ0NH9mQ,4.0,270,896
447,yOM-OLQExaKHdrHRIfcBKQ,4.0,133,395
448,AhySqKdERmUocQ_LGPd_Og,2.5,73,141
449,P4y-E70jg_ysjO8j2yVTxg,2.5,13,17
450,k3xTJmkojT4ArjuMV0jITQ,3.0,98,159
451,w1c_Uy60LSDiMsSjAsEqkw,3.0,890,1656
452,MPLhOV-JbmntkbcXMyCODg,3.5,357,781
453,lWk3vNrOIFTbUwEZBkY2wg,3.5,26,63
454,cxCxWI097kFvORVhCLd6kw,3.5,16,31
455,zhUfGea59rCRvyObwdUGNg,3.5,34,78
456,eQAp73ks6V6VmsAbZX4RJA,4.5,161,772
457,Nj3DwfsDAwogVyFrGKxgnA,4.0,22,62
458,u-68bnb3ipPUrmp6b20cig,3.0,40,37
459,a2qlFwIy9vUvfUb4EnQNmA,4.5,129,478
460,gDQlaDRAjsCx2p_p6oJLjw,3.0,193,383
461,NV9ftiLhePO0bNE1z8y6qw,4.0,201,631
462,WMTo7sdKEQKsfrbRNUHChw,4.0,150,315
463,p5zpELzwGH_iRYSi5rRHGw,3.5,88,238
464,r78AHYzmDKDffJAwrB5aIg,3.5,477,1259
465,GjX2WgchvvS-JAWBmzkLyQ,3.5,771,1959
466,qhuuWs1eshxEHhTSfGV2rg,4.0,15,66
467,jemRU9DvmS0WGZuZ-k3jCQ,3.5,21,27
468,gecqbUz6uQ8PckqF-J8tFQ,2.5,115,188
469,Zvlj-r49ftG7FNCpxKoUiA,3.5,112,277
470,9wm8Q1W_0_7Ka_AWBK5c7Q,4.0,97,281
471,c5CWmwh0-WFIjn8_V2DECQ,3.5,876,2316
472,4LiieRb-_r9pUCM0mKS9XA,4.5,114,466
473,Iyfjct0nWb7txPm8loX3OQ,4.0,12,29
474,0QThBvFYadl5_t4P_rKd8Q,3.5,195,502
475,CsDOXAZzy63chLjT3F-pJA,3.0,76,161
476,XsYLY9LLaFB45MW88AyUHg,3.0,207,397
477,EZ9Uf-lSRtj1fvdMQlrwAw,3.5,606,1681
478,UUBBPP19I288ykV9Iqr1jg,4.0,83,192
479,Ph7iO3to0eyvZKqQ1kJ4PA,4.5,230,988
480,iY35AnV-Rf4nY81qkiMLag,4.0,366,1112
481,FQXu06x5D5huxPbK04DItw,3.5,35,167
482,497iuIdzSZqEVZ_iTnp-Jg,4.5,126,447
483,rgnvT2gHHfW_jW1ZbIa_-g,4.5,261,823
484,y6uOL03ph3NjTUGc76a4jg,3.0,226,442
485,aQKix0iMREiJsFGr7mH1mA,1.0,32,16
486,o9eVtV66qMtY0VmWyY2N9Q,4.0,275,742
487,X9QlwzHPGG-lXvqsqg0edQ,5.0,35,168
488,zXaW8C2qtFHGVTETEcUX9g,3.5,329,746
489,hs5xdulRJqHZyITnEHpJhQ,3.5,91,213
490,vAyQDNs9lu_8hT20lleGqg,2.5,53,92
491,ug0B8l5ZvO8PMykFHHw0qg,3.5,57,97
492,8iVd6gMWKGGU9SL55B4vjg,4.5,323,1132
493,a-1xCtrEkpiwOPuKKWosZQ,4.0,6,30
494,jYy1R_0xG6zDoHXo-G9-0A,2.5,12,9
495,RMn2euwrbfu6fpomjf31qw,2.5,11,26
496,by_MaktiYQc5oDPd1E9uug,3.5,45,106
497,e7oOEdxosDy5NG_XxdXVAg,3.0,64,171
498,f2FfutZhb4F-m1Ob0EdYaw,3.0,402,812
499,cbddL2q8uRA38RwycB0FJg,3.5,614,1300
500,Q_M5lLkREB3rb6EAYJoD_w,4.5,3,24
501,35JjuQ6nsSNshtt5hyLUCQ,3.5,330,776
502,fztPJ0pazo-QwncprOjGOA,4.0,132,454
503,NKJaFwykv90TS54XxB937g,5.0,25,200
504,kM6QKCdQzqZYzl5reaPiSw,4.0,31,109
505,CJu3t6lqoJATXIZaH9sJug,4.5,154,603
506,1cEtxHqi2aYNmu949sK6Gg,4.5,206,581
507,HQhy9jCF-GBb9x-xhJ1rJQ,3.0,9,26
508,KPKQLzVKqLgEPKOWrSCRtg,3.0,278,592
509,lK5apgGrWJkB1awSL5twkw,4.5,31,104
510,P7Vk5j_XzWl-9kS5qZd9aQ,3.5,20,39
511,YlgtEY-SRQZZkPT54Tdbzw,4.0,23,94
512,-Ewxv_Wc1uQzJQQBeQJWyA,1.5,42,30
513,YTyAiyMYjJrsLqf8ErsRzg,3.5,89,184
514,osjWmpvboG2FxcFbZyglEA,4.0,468,1079
515,F32TBGo4dVLYxsgllAUQ3w,3.0,12,30
516,thCqq5IrLTZzb5FbYm-6DQ,2.5,88,136
517,-qSmAF1bILHpcuqsQMDTgg,4.0,9,32
518,QvlJ8s-ps-cIrKRc5efrIw,3.0,20,27
519,QI0PGXbGkIdInOOBeq6ieQ,3.0,190,392
520,aYEuMDcx4Ct45TOK4YrOuA,3.0,319,512
521,k2SNpGXvwbIFYIoPXGK3xQ,4.0,45,133
522,4JkIFC5MC7LPzu4v3Pay6w,3.5,180,355
523,xUsLyzWQId6nXwNDVq08qQ,3.5,42,54
524,qihqxBCgXOPf2c-QxaFibA,3.0,182,331
525,rdHO0LkiNe6s3716hPuQXQ,4.0,23,18
526,cAX-srNrvlifjfov_jpQ1w,4.0,1078,2540
527,nfJHNu_AQXptaTQIHjpAoQ,3.5,169,421
528,cpxobfqM8IuF78WUfrj9_Q,4.5,66,208
529,o6UJLrSQGZzUSsfCxVQryA,3.5,123,321
530,YCzmI2PNDO3Dk6mr3cEwMg,4.5,3,17
531,Fozo0B-y42EhRMomR0K5vQ,4.5,788,2221
532,HGPZSKWtDYGmPaVzsgKceA,4.0,737,1608
533,TqL0ytKAucWdW2mR7EbayA,4.0,594,1921
534,3zPlIl3EtYAAV1EG0kPg4g,3.0,9,19
535,WE7UsbkilPeI8nw9ODnD-g,3.0,118,101
536,F4kjKxXXyn3e-BYVb1mWcg,2.5,51,95
537,iHr3m4M3nuDEkMP5_XcmEg,4.0,114,441
538,Qi1qgOK08Coi6gtQiiNlWA,3.0,6,22
539,KWYZJbxBioJwsxJysdUG9g,4.0,19,43
540,I5kKpCDxdrV1Lxss2T681g,4.0,45,153
541,3nmHVtQbqFccjr-nBholOA,4.5,88,298
542,gvmhnxxuS6BrPoIuBYd6dw,3.5,172,384
543,5OV1bavavdsYyfeBRNiOeA,3.5,315,730
544,JZEw18_OhSzFj0IfXF6v6Q,4.0,21,82
545,p_o19-gYFD1ewixxIV_HAw,3.0,21,30
546,j4s9X08gDTZH3MwcByfCHQ,4.0,115,281
547,8vzMRsSIjkdjwq3u190ohw,4.0,183,404
548,7g-r_uS61rNomPlOKSUkAA,3.5,16,37
549,dMnAXZ3XPMNgAQ9BwXCFBA,4.0,641,1741
550,Yl8q8KEzBSk7-otq4A7_2g,3.0,11,21
551,0PJQ-WR-S286xH6m2RWeQw,3.5,62,123
552,jUrHQG6vBpbozdbLcUwTRg,4.0,13,29
553,z7qIqoGjbb-CoIG7Z8KtWA,4.0,6,25
554,q-BIBN88JkOXaK2FIlPpuQ,4.0,270,656
555,e2IqS9_G0Hpulw5ItU-Y9Q,1.5,28,29
556,9p4oekUddRG-ZDxUzYCEGw,3.0,183,504
557,66D9bO-p8FG01OfmfX14LA,2.5,192,343
558,C3D5ww46iTU6LCWgSwM0vA,5.0,67,288
559,WLixYfXWO1Q0b_L4PsQ-5w,3.5,151,329
560,_6C-yZCmIyOmPESJbwyaSQ,4.5,126,490
561,rn7oMLg6JJpDAJ_okzt67w,2.0,12,10
562,gpwq15g8M3xMSpy2RL2HRg,4.0,951,2493
563,navSR7K1GFBKqDr8YJgb0g,4.5,66,355
564,eE13PjPNjRdIcOwIQzqjnw,4.0,39,95
565,CP7TRCpeBr1sTtWqcfRHxQ,1.5,54,63
566,tPAchZUpNWeWCpghn8qjzA,2.5,158,280
567,NIFrjfEot4GFR-tqiqrsHw,1.0,46,47
568,s-KLvUupHmeIKI8y9Nlwpw,3.0,38,72
569,rqLksDzegxNXMWwZk3eZnQ,4.0,409,1120
570,fZGTgKUNKKuOKC2tg4pQFw,4.0,376,1128
571,yU7GLvB07AEGhsoCc9scQg,4.0,26,54
572,Cgdzp6-2ehmMAks-ZrI3Lg,3.5,39,98
573,PSXuK4EBNINy_6X8hcTvlg,4.0,33,150
574,t1rJePjoY-sADCZZVS7KBA,5.0,5,14
575,PGCmPHJdeAREQKYbhBMA5w,4.0,539,1442
576,ydWY2UIprQdPNOZFOXS70A,3.0,7,23
577,C0c3ahJp1U4Jg_kgGoyXKw,3.0,129,219
578,lU5SyqwRlKS7cNj2DrCpGA,3.5,22,53
579,KLPeYlAdnb-ECscyJEC1yw,4.5,7,33
580,9OebZRLGgL0mwty5aebPjQ,4.5,6,12
581,CNklj3fFmwXL13AyvjfV5w,3.5,138,314
582,WZDQqw960DaMWDyPbtRFtA,4.5,436,1128
583,kpC2FfWvH9UsIR6PWPkffA,3.5,96,306
584,IZ611uJBaWPAf-q0R37Nmw,4.0,30,102
585,oRBHoK2gnLTzcc71oQeQsg,2.5,18,49
586,wUrnir4yQj4Lnta-jdqqxQ,4.5,102,445
587,UYMLvUCzrXGUrrJVnEv6jQ,5.0,19,90
588,p5HLsmZpzqsZpOng04I8eQ,2.0,43,38
589,ZFk_O8gSM-imjgsQX7wjmg,4.5,6,34
590,cF94J7DhVdKWGMkDYmgyxQ,4.5,24,51
591,LmNKCVuSK-asJZLfwCuZXw,3.0,115,232
592,2d9ABtvEBcGCcN6B13Fy1w,4.5,258,1088
593,h52xXFs7C2X10jR9Aec2NA,3.0,86,143
594,tHLJ1pDaaHptb-EbFM2q_A,3.5,232,395
595,Y4uZEemEKH5zqIsPQfm1Mg,3.0,33,48
596,wP81vT6eLWS1XRCKA3yENQ,2.0,21,16
597,CbwyXSyieSM3kO7brRlyHg,4.5,116,274
598,ytU-tGhd5ZW9ouWW6JHpMg,5.0,50,282
599,vu8N7IKK8HC0a0omYvtPpQ,4.5,46,131
600,xu3cVLDeZ3RLJFh-IY5DGw,2.5,64,100
601,iKbtAQz2rUu99PgJvcx2Jg,4.0,538,1345
602,fPrWKd45pWhHCkojHRb_cw,2.0,86,77
603,7LkgfuhLVeQZ4qHHq86JKQ,3.5,29,88
604,bqW0f0RigwpYyz1lbxhHlw,3.5,1029,2437
605,J6K-D7sD4QvqG1V4RwV0Bw,4.5,12,58
606,nb3v4cQdZAYfbcw6eAD4Dg,4.0,14,50
607,0IhSOm9Vm1JkvRO6XyElGg,4.0,60,150
608,AR9Lf9MIsBqc52qlyKIpcg,2.0,18,31
609,guQww9yGHP7rRTea6zTnDg,3.5,358,808
610,kyR8dEUADlFm474LtIUZZQ,4.0,7,25
611,2Z6-egGY-_W_-GLy3df7-w,3.0,24,38
612,KmFK7lwy-TlFOosOncFLcA,5.0,12,64
613,YsQ4Abm2E7lozSvP3ZfVWw,4.0,145,508
614,l_pR3x7v2mvE3luVdmGuoQ,3.0,424,654
615,J_NA-_WNLAJQg7eZwn1dWw,3.5,165,347
616,CqU7SXYRo9EbMwlxrSvErA,3.5,432,1063
617,3rf5VUEu1jlU2-EdiRmIBw,4.5,17,45
618,0NoHJtug9xefI2OnsANaMA,3.5,534,1339
619,pRfIJ6zurjEsWmJheDOP6A,3.5,133,234
620,5lMgsMFb1hAmP6YTCzBAcw,4.0,279,677
621,yYyAdIxKBvFbUa19Kymq_Q,3.5,24,44
622,3YWxVDgKctiVBCSXFEuWcg,4.0,80,273
623,Sr0M-89BdPm0Wy4zvBp_8g,4.0,31,82
624,ui4fyPJ_HRm4HPkEmIHQOA,4.0,17,60
625,mreICeDmiqhIwrAJ_bsABw,4.5,24,113
626,UdHRPszFOKuVs_8ZplzUhA,3.5,508,1061
627,w1s-nOkqgo__sPZAZO9fRQ,3.0,183,326
628,LTPcaw-_IqOfTSDxe8811A,3.0,69,161
629,mYjIWd7hQ-Fp9XQRWVSk6Q,4.5,19,47
630,XSKvC2PfnTAXCAxGQDhOJQ,3.5,187,417
631,uO_OX2DXmzo2c72YpbXe1A,4.0,1017,3206
632,WOrI7MlX3CgEVk98y7Gnug,3.0,22,58
633,gYY9U9CXRS12O-oUFoO0cg,3.0,163,271
634,X-aqEYlXcWQj0fp6aGDP8A,3.5,985,2327
635,bCa0CY4F74N5lCEVOquKkg,4.0,1562,3785
636,qfcdMhm1Ff28JHVpHca20g,1.5,101,106
637,XvyC03LtX2KPF1Thoa1HQA,4.5,5,18
638,RUnq8jOzySCpRa5X64FgJQ,4.0,184,628
639,0Wy4gw8krao9nGq-sHWFSQ,3.0,287,586
640,EWswCV97BBb0ezXRZhCoOQ,3.5,152,484
641,u4sTiCzVeIHZY8OlaL346Q,4.5,4775,14851
642,P4lfCI0WSaVoA2VFdsZRiQ,3.0,1501,3429
643,eVCaX_hbNVFjM-XXahovYA,4.0,975,2353
644,M8UHKKHpJHd7AUiMTHGrOw,3.0,42,152
645,aEH2WZFMzLcbJmTiu1urMg,2.0,564,693
646,QLRn67HoGCqi4Dqo2YaJvA,3.0,54,133
647,DnAVDeL9Iz0532YLYu04Tw,3.5,10,18
648,1VABify4KTXMvGZ4qcUt_g,2.0,36,58
649,xOG2NIFCsjBrVvWm69xkvw,3.5,486,1008
650,a2ACZqoFUxxd-rXsAac2MQ,3.5,54,137
651,PIiVJJ4mgiltU-u6Byn2_w,1.5,34,45
652,Uz5BTOmRr9Za2btfFq9JWg,3.0,68,77
653,AGztN3eVZPqEWXlDM1A2dw,4.5,16,63
654,OAsYaD7nLC2kDuqO4uaoIQ,4.5,85,325
655,RZsk15TxnePHuL9l9jL51g,2.0,23,16
656,J5JzAUd2wzyArZ-qHT0A4A,3.5,586,1483
657,N1AzHZsgdLUKpcc1FMEEQQ,4.0,106,242
658,YAh8NNgq3vSRxQW6PQQ5Yg,4.0,35,134
659,fiRbomFAAtfTYOTTtnDUcA,3.0,1250,2501
660,keJOgdHUWFm2d08qFk3QsA,3.0,173,303
661,Z5LyFZUazPQ1x_i6HsS3vw,3.5,79,168
662,FGL0dGh9450_SEtDNlU3Cg,3.0,79,176
663,sMJAUZNU6u4iNvpmaLgx_g,4.0,266,693
664,K8M3OeFCcAnxuxtTc0BQrQ,4.0,852,1796
665,N-COeLWbWoWNlDkFt0EeGw,3.0,22,54
666,MdjZQiYwl8tljeAbx_fFZQ,4.5,74,220
667,PFt0wew2GqfPpesuUC9-cg,3.0,311,575
668,lXYU0X8_lYMjdwtOIE2ftQ,4.0,10,40
669,mYxBkLITB0xhGH2LutxlRg,4.0,55,150
670,AtWI6XjqFrPEV7M5WvmwHw,4.5,132,452
671,w53w6IvO6EWZyh7VF12oJg,3.0,15,51
672,4o2DEgSgY2sDZ16g6U03-w,4.0,134,261
673,zIY5QBp77eEiGHK8lAfWgg,3.5,17,36
674,soPVIcC8dVfRhj2RObE8QQ,3.5,49,62
675,7mU3l5VjH1IxsXcxBxUblg,3.5,762,2293
676,tJhj8Mk9qpAr1sVcOVurEQ,4.0,22,37
677,gczGHQG2cNIRzQpc9YCl6Q,4.0,341,949
678,NQN-ERs976mbnP6rkMwKtQ,4.0,54,164
679,prUOeg0Ma7G4mfkcegypYw,4.0,13,34
680,zn5G8-rw3AWfe_oH0AX3zw,4.5,16,40
681,653_WP4afW32ihnprQmSjQ,3.0,36,58
682,Qf83EYNJAXjnM2V-BnZHrQ,2.0,47,56
683,2cF-sCqhCGzVMJULhNqjBQ,2.0,66,88
684,9HD224rVyahrfg9SNe5SVg,2.0,50,86
685,JALpYzMTlwiIcp1s9R4QIw,3.0,234,476
686,QQDguhxy2warZR69VI3M_g,5.0,0,13
687,cEtvNfDOSjvT7k_-fe8ISQ,3.0,31,42
688,7rO0ET3aQLT_NtFutyZC1w,4.0,5,25
689,a5WXT59CESSn5KI04AyKTQ,4.0,14,16
690,pgK0mBQLth1C3DubvmWH3w,3.5,192,394
691,T9va11v5HvQDnEXO9k838A,4.5,401,797
692,i8RjMsoLoi8kJwWKhFeOIQ,3.0,103,165
693,v8jZKf_YN7ayVy6ksyoiKg,3.0,22,52
694,YtZNYWsQla7hwiE7PSVD-A,2.0,19,35
695,wnasanv4cj7tN6U00VfzOQ,2.5,36,38
696,LSxHsjO_CNbH-NE3lvwKaw,2.5,21,26
697,w6WOclNdCBYgUQXGyNAYGw,3.5,42,98
698,g9otJ_FZ3D0BxqTEJetuUw,3.0,38,73
699,78jHxNL8wHMSq_j8KF9exA,2.0,7,19
700,tSiR_cl3GBrTZUbEvkZ2XA,4.5,17,49
701,dMLGSQlmo6MhLD18grRENA,4.5,183,457
702,xJ1FlujuLnXYOzqWga66Tg,2.5,9,11
703,oJsfjG1uh6jopK6Kc-3pdQ,3.5,302,599
704,Ypv1D8bYndEMGvZDBjIAgQ,3.5,5,11
705,_-W_hRQRDEqVdO1WKGa-DQ,4.0,763,2115
706,NFcFwC5fvdPBaR4yBKGsGQ,3.5,8,11
707,6WU_JVpPPnbAfBvMcRoPuw,3.5,344,790
708,bbovSsUMkTXQSIVNBa9moQ,3.5,268,535
709,TWk7hL6yCx5mYcs0Ys-usQ,4.0,183,468
710,FgTzITgrmvrZqoHvkTSDzA,3.5,1865,3930
711,26gv3c-XzkuC6oKW7YNpdg,3.0,11,13
712,Vgh-CjwAl4tFleP39OdzaA,3.0,54,139
713,TcCWYYL6FxBTT6KrxabwRg,5.0,149,557
714,FV5o9VV0yTU2Kt2bmjlHbA,4.5,151,433
715,UkM9xM8SkHzMe_x5zl0MhQ,4.5,422,1526
716,-igpUhnA1b5iUK6rfAtuPw,4.5,916,2537
717,TjJdpI5XX2zwHmXQbnEWeQ,5.0,42,138
718,Z5NhdlLCu--leud_OLcvIA,3.5,33,107
719,ax8kuBZVtC0_eCn_rN_-6A,2.0,201,231
720,_29kWahGAxn1QzMmxOCRlA,4.0,3,26
721,KLEq6wOySURxlZtgl88Ztg,3.0,80,215
722,ZfiU0tULRlH_DasCpi9Sgg,2.5,15,17
723,oVuZtlCFg_zF090Nhtp0Ow,4.0,641,2621
724,illl9cvvlgloor7GrIvwug,3.5,220,456
725,GWWIyxmD-lynwmiiv2zQUA,3.5,54,197
726,qWMGMCPQoyRq7NpQ78ntmg,4.0,72,312
727,YH6hDo64_CfCcSBuCAivlg,2.0,46,74
728,WMDmjdQQa9iUZoD7_hCZAA,4.0,14,41
729,1dYpffQi3qdh-dkXF4LZBw,4.0,1570,3076
730,59h0SyMyfMoQ988sEsjfEQ,4.0,56,146
731,HZRTSC7R0JWThNTCqVLnsQ,4.5,527,1656
732,eWer42jEQGG1o8mNQUk4Kg,3.0,273,549
733,RhXKTksPWch75Bo1lpoLqQ,2.5,13,15
734,YhBigRwAFdRPIQxWDjZOrQ,4.0,333,1082
735,oq8qksFNfHVyQwcZsQIN8A,4.5,35,162
736,uNMQV-r1nO5dfGSGnVTFUA,3.0,34,37
737,x6IffPPcCWOnVA40_joQVA,4.0,31,59
738,vZSgu1k5gWkTmoMwmmKc9Q,4.0,47,79
739,KzNG3-kfGCC01USMS2BZvA,3.5,24,56
740,WoiOpMEcbAfOqNYXqDwm3Q,4.5,163,430
741,8UPbuIL9jVSWkGvC47b2Zw,3.5,68,189
742,dHiq1JliKgh_3z-KnTpCaA,4.0,36,52
743,SYRHkzfM3E2Pa9fq3T0WTQ,2.5,23,45
744,OOThzIpIiCRok8zaN0NPwQ,3.0,23,30
745,iQoO-7JdyaEawt8j-MxR0w,3.5,17,13
746,arGo97Zk7YoHbFGKDFUFKg,3.5,38,103
747,hcryG9RkmK9oCELYLHukiQ,3.5,40,96
748,A-FEhlzyCp0E7Ryxqq97fA,3.5,3,23
749,guGPP-3ZsXdLNjtZDnR7tw,4.5,286,699
750,JFkY8zMcD_HLGcFTlxiV2Q,3.0,496,953
751,2-Y-kNEbrP_m1U9Hc2xH7A,3.5,75,147
752,7yjfcioE9qMhrk-zlKu0RQ,2.5,14,23
753,Gl1jrbGS941SJ-UOxKYg6A,4.5,16,59
754,u8ndOBCi3qVK0QISbIzmuw,4.0,51,98
755,HO1nuPD5-m7swsxJn4g7rg,5.0,5,46
756,TrCiLMGy_bxbeAQcuSSUeQ,3.0,136,240
757,rQ6C54q1N2iq9iDKSA3QGA,4.0,112,361
758,eIedjt0mHVKDFmfhtfKSAQ,4.5,738,2510
759,V0DJ2gDXlKl11VJ75ZN0-A,4.0,31,68
760,94kQ2TM8Wn85jbmTeG2fbQ,3.5,49,103
761,m_zeXzkj3btfvRJiPVw8Ug,4.0,458,793
762,YajT7NNbaexIbXpUuQ8a9A,3.5,7,45
763,gNMkHi3V_YZLZihhwYFPCg,3.0,33,72
764,tCSEEGChTViEZWuGL9UIHw,4.0,210,556
765,SeQlCrKvyM2j8m_75gtouQ,4.0,325,999
766,G7QZWVm-ytyKHpvUq3ggFA,3.0,109,190
767,4GUXkFjJL5SEZK-qtDZSKA,4.0,64,258
768,Mge4KiFP09sWeKpbM6J65w,4.5,34,61
769,jWlErd3TOkO4C0MgP8eDvw,3.5,242,558
770,SHiJlYdxQmJur3i-gLf9MQ,3.0,176,395
771,xlcasiT7khpxFTvl_vfaoQ,2.5,18,29
772,wM3JYc548i7xpwNDETz7lQ,5.0,22,76
773,DHBDTikebcLpCzF2LF27uA,3.0,153,294
774,RgZBGd0IhjZapoNd6RvhHQ,4.5,28,106
775,ql0AaBp68ckekxvWOF8xLA,3.0,75,148
776,sxQrSzv4SS4b6o3tgmWS7A,3.0,101,155
777,u6F-dfFQOVVnPTiHyZG02w,3.5,26,61
778,xCyPB4N_JDd5IQi9DSjpBA,5.0,9,44
779,ZJngxOwJDdz1Y_wGv0Wl3w,3.5,72,152
780,J9f-9Prw2YVM-fiZqv2fmQ,3.5,1686,1955
781,A89Re1NzGXBNuAk6CZ1rwQ,4.0,38,132
782,oS96aJIHFWcFAlGHKKXjaw,4.5,1285,3501
783,I26PLVBABlTcUJ8pq08p_g,3.5,198,433
784,rmOhzOwrMVpUj2rn70xrEQ,5.0,12,23
785,gbLMIGbBx5aGmV6F7Yp9-w,3.5,101,259
786,UayCOOGeeEi9GLz9v4rFBA,3.0,82,137
787,erR6AGn1YcQrnEzivMjlUg,4.5,15,51
788,_6EzZ_7cT7LUCgyIuRUEJw,1.5,8,33
789,kcuz8QtDYfyFwVt1sWCHyw,4.0,14,37
790,YjmbCvygeMj9dfJp6neQ_A,4.0,56,219
791,mHvPsn0FMc_lg7rH4wvTfA,5.0,23,115
792,uH2dNi5nKj31_Xf5dTfXdw,2.0,213,297
793,X4CRPHvv-33kjxVJISZpUg,2.5,461,619
794,vB-nJqN61ZtJlL4RIXvI3g,3.0,59,106
795,rVCK-fdFm1zPppMO9iMn6g,3.5,81,260
796,0v7DIprUj2KASqg5PwqhUg,3.5,14,42
797,Tdc2v9DBRRYeG2P_h9OvRw,3.5,92,207
798,xGXtoeQAggLP9646N4Iwnw,3.0,8,14
799,pxlTuangM_lHmQqx44RsaA,4.0,125,251
800,2sDdI1jDqr7c3FkZZJu5aw,3.0,3,13
801,TRRmgX8mySv_y-DOkTZTFQ,4.0,240,618
802,6fQXFkkw2BUARDa0EzsGnA,2.5,22,49
803,qibYmQhLQ6E6HEwCcegl7w,4.0,34,109
804,sc__kdcFV4IcNTfBx1707w,4.5,1415,4306
805,wjaOY12srS2OQYk04x8y1g,3.5,273,749
806,czeihVQNDXMlAq_H5_T4sA,3.5,523,843
807,DzviZnBOgPD3YTnBCDEM9Q,3.5,119,180
808,TabGgpRrdIis5LDC70TIqg,3.5,228,431
809,kwMJ4KfhEcrk9jiMe-S6wQ,4.0,947,2916
810,6XQKCJO-52pjQssVCrw06A,4.5,16,103
811,VVbp-2Bs5_MGrjboTwpSRA,3.5,65,132
812,TwPSiv5n_yprOKhXm8ho5A,4.0,4,28
813,RMekqD2-hGWHCjXYvp7CSg,3.5,271,631
814,Oj_74Fa-VtFHXYTOWHMlsA,3.0,41,89
815,atu9bo2flyoM3CzihE-OlQ,1.0,84,72
816,S74fSVSCPSdWtEkROcVYtw,2.5,32,52
817,lrWEpfID45MvNTw1z5bCJA,3.0,26,55
818,AFaUDCTQ8LC33Nfmb_KWhg,4.0,99,313
819,W8N-jHFE-scka656EU3btA,4.0,72,167
820,qFcK6gv_3kF9Cnhw_cuePA,4.0,18,62
821,61NPgdR5sMwAWw0CI78nBg,4.0,42,139
822,PAE8xfgJgaiqSpw-1DJX1g,4.0,12,37
823,hQMx2ZbGAa_oxJNpnTZf8Q,3.5,116,356
824,woXlprCuowrLJswWere3TQ,4.5,4122,11373
825,dBCDRobULrxeSDvQyudcKQ,4.5,371,1144
826,e99Za0djJGKUFGkoFAogdg,4.0,67,196
827,5Hrv7KhPD0ALju_9DAuZJg,4.5,73,240
828,ZB368AhxTlEVyWzT05Uksw,3.5,10,16
829,QNzX-iaiG2uIWQ2vOMq13A,1.5,10,12
830,dw0y95zD-ODAavckvGPP9A,4.5,35,123
831,7FNxzsZp3cUnxbxXFmZslQ,2.5,13,14
832,HgSsIF4PpESGUMu-rNPg0g,3.0,86,132
833,DbVzSGQT1yxNPX_WTVAahg,5.0,34,303
834,xkgX0lzCY-S62e4Q1mvgiA,3.5,7,20
835,5mMcFcZGdktTF8Qfh1u02A,3.0,192,351
836,EzISn_Ke-SSqziUE6zPK4Q,4.5,45,142
837,VxRlBe2wjtycFWSZm1orTA,4.5,1376,3808
838,i39--wZD6L9hm9Lg90Uziw,4.0,1465,4297
839,9toyHY_tXx4eenp8Oxmmsg,3.0,46,89
840,ynqrs5UZJbQbiJA_9e_JAA,4.0,83,310
841,9h8ufGEG_kUf_H3Lq81veQ,3.0,130,255
842,lv4erkIq2VCIOGC46T8TsQ,3.5,68,159
843,xsFd8u4uoGy8D5cMiodtBw,4.5,15,54
844,tqyhUt1OyImr8hT3wQ0a4A,4.5,137,457
845,50KEvLtQl9Vv4YE1vs681Q,3.5,584,1327
846,t9BPvhkUakhvr3TWDw-mXA,3.5,9,26
847,bD_vqSSU_abcCT0oCzN1xA,2.5,9,17
848,wdTcd7edB9g-zEP6YWBP2A,2.0,73,141
849,caGXS6ubNTlv91ZZyoirjQ,3.5,1546,2164
850,nn4DZsrwjtp2mFlpYbP-dg,4.0,16,39
851,2KIUW-yH8tiCb3MH-vaVaQ,4.0,13,69
852,iWfyCpUY2EwcElD8DaFKeQ,3.5,46,125
853,C-88Y8Eydcq9OY3cek--ug,4.0,96,253
854,V9cuDVUS1NCSfPmmabUkvw,4.0,75,130
855,zo7qCbP8fw1F5zVUdy4Okw,3.5,25,48
856,1LUaZFVMEjodl1tbAGF3sQ,4.0,225,619
857,TMirWwTikHCn5H82K9QMXQ,3.0,925,1663
858,dX9KSdyqBRNYbWzDT2PTkQ,4.0,180,257
859,JGiIMcT16SYB8HhgempocA,4.5,26,78
860,LQm8wLJ8VZV2ns4S1yUc0A,4.0,69,166
861,2JYszoQKgJj6pPbaN7cLwQ,3.5,112,232
